Date,Start,Visitor,PTS,Home,PTS,,,Notes
Tue Mar 14 2017,7:30 pm,Indiana Pacers,81,New York Knicks,87,Box Score,,
Wed Mar 15 2017,7:30 pm,Minnesota Timberwolves,104,Boston Celtics,117,Box Score,,
Wed Mar 15 2017,8:00 pm,Memphis Grizzlies,98,Chicago Bulls,91,Box Score,,
Wed Mar 15 2017,7:30 pm,Utah Jazz,97,Detroit Pistons,83,Box Score,,
Wed Mar 15 2017,8:00 pm,Los Angeles Lakers,100,Houston Rockets,139,Box Score,,
Wed Mar 15 2017,7:00 pm,Charlotte Hornets,77,Indiana Pacers,98,Box Score,,
Wed Mar 15 2017,10:30 pm,Milwaukee Bucks,97,Los Angeles Clippers,96,Box Score,,
Wed Mar 15 2017,7:30 pm,New Orleans Pelicans,112,Miami Heat,120,Box Score,,
Wed Mar 15 2017,10:00 pm,Sacramento Kings,107,Phoenix Suns,101,Box Score,,
Wed Mar 15 2017,8:00 pm,Portland Trail Blazers,110,San Antonio Spurs,106,Box Score,,
Wed Mar 15 2017,7:00 pm,Dallas Mavericks,112,Washington Wizards,107,Box Score,,
Thu Mar 16 2017,7:30 pm,Memphis Grizzlies,103,Atlanta Hawks,91,Box Score,,
Thu Mar 16 2017,7:00 pm,Utah Jazz,83,Cleveland Cavaliers,91,Box Score,,
Thu Mar 16 2017,9:00 pm,Los Angeles Clippers,114,Denver Nuggets,129,Box Score,,
Thu Mar 16 2017,10:30 pm,Orlando Magic,92,Golden State Warriors,122,Box Score,,
Thu Mar 16 2017,7:30 pm,Brooklyn Nets,121,New York Knicks,110,Box Score,,
Thu Mar 16 2017,7:00 pm,Oklahoma City Thunder,123,Toronto Raptors,102,Box Score,,
Fri Mar 17 2017,7:30 pm,Boston Celtics,98,Brooklyn Nets,95,Box Score,,
Fri Mar 17 2017,7:30 pm,Toronto Raptors,87,Detroit Pistons,75,Box Score,,
Fri Mar 17 2017,10:30 pm,Milwaukee Bucks,107,Los Angeles Lakers,103,Box Score,,
Fri Mar 17 2017,8:00 pm,Minnesota Timberwolves,105,Miami Heat,123,Box Score,,
Fri Mar 17 2017,8:00 pm,Houston Rockets,112,New Orleans Pelicans,128,Box Score,,
Fri Mar 17 2017,7:00 pm,Dallas Mavericks,74,Philadelphia 76ers,116,Box Score,,
Fri Mar 17 2017,10:00 pm,Orlando Magic,109,Phoenix Suns,103,Box Score,,
Fri Mar 17 2017,7:00 pm,Chicago Bulls,107,Washington Wizards,112,Box Score,,
Sat Mar 18 2017,6:00 pm,Portland Trail Blazers,113,Atlanta Hawks,97,Box Score,,
Sat Mar 18 2017,9:00 pm,Utah Jazz,86,Chicago Bulls,95,Box Score,,
Sat Mar 18 2017,7:00 pm,Washington Wizards,93,Charlotte Hornets,98,Box Score,,
Sat Mar 18 2017,9:30 pm,Houston Rockets,109,Denver Nuggets,105,Box Score,,
Sat Mar 18 2017,10:30 pm,Milwaukee Bucks,92,Golden State Warriors,117,Box Score,,
Sat Mar 18 2017,8:30 pm,Cleveland Cavaliers,78,Los Angeles Clippers,108,Box Score,,
Sat Mar 18 2017,9:00 pm,San Antonio Spurs,96,Memphis Grizzlies,104,Box Score,,
Sat Mar 18 2017,3:00 pm,Sacramento Kings,94,Oklahoma City Thunder,110,Box Score,,
Sun Mar 19 2017,12:00 pm,Dallas Mavericks,111,Brooklyn Nets,104,Box Score,,
Sun Mar 19 2017,4:30 pm,Phoenix Suns,95,Detroit Pistons,112,Box Score,,
Sun Mar 19 2017,9:30 pm,Cleveland Cavaliers,125,Los Angeles Lakers,120,Box Score,,
Sun Mar 19 2017,6:00 pm,Portland Trail Blazers,115,Miami Heat,104,Box Score,,
Sun Mar 19 2017,6:00 pm,Minnesota Timberwolves,109,New Orleans Pelicans,123,Box Score,,
Sun Mar 19 2017,1:00 pm,Boston Celtics,99,Philadelphia 76ers,105,Box Score,,
Sun Mar 19 2017,7:00 pm,Sacramento Kings,102,San Antonio Spurs,118,Box Score,,
Sun Mar 19 2017,6:00 pm,Indiana Pacers,91,Toronto Raptors,116,Box Score,,
Mon Mar 20 2017,7:30 pm,Washington Wizards,102,Boston Celtics,110,Box Score,,
Mon Mar 20 2017,7:00 pm,Atlanta Hawks,90,Charlotte Hornets,105,Box Score,,
Mon Mar 20 2017,8:00 pm,Denver Nuggets,124,Houston Rockets,125,Box Score,,
Mon Mar 20 2017,7:00 pm,Utah Jazz,100,Indiana Pacers,107,Box Score,,
Mon Mar 20 2017,10:30 pm,New York Knicks,105,Los Angeles Clippers,114,Box Score,,
Mon Mar 20 2017,8:00 pm,Golden State Warriors,111,Oklahoma City Thunder,95,Box Score,,
Mon Mar 20 2017,7:00 pm,Philadelphia 76ers,109,Orlando Magic,112,Box Score,OT,
Tue Mar 21 2017,7:30 pm,Detroit Pistons,96,Brooklyn Nets,98,Box Score,,
Tue Mar 21 2017,8:30 pm,Golden State Warriors,112,Dallas Mavericks,87,Box Score,,
Tue Mar 21 2017,10:30 pm,Los Angeles Clippers,133,Los Angeles Lakers,109,Box Score,,
Tue Mar 21 2017,7:30 pm,Phoenix Suns,97,Miami Heat,112,Box Score,,
Tue Mar 21 2017,9:30 pm,San Antonio Spurs,100,Minnesota Timberwolves,93,Box Score,,
Tue Mar 21 2017,8:00 pm,Memphis Grizzlies,82,New Orleans Pelicans,95,Box Score,,
Tue Mar 21 2017,10:00 pm,Milwaukee Bucks,93,Portland Trail Blazers,90,Box Score,,
Tue Mar 21 2017,7:00 pm,Chicago Bulls,120,Toronto Raptors,122,Box Score,OT,
Wed Mar 22 2017,7:30 pm,Indiana Pacers,100,Boston Celtics,109,Box Score,,
Wed Mar 22 2017,8:00 pm,Detroit Pistons,95,Chicago Bulls,117,Box Score,,
Wed Mar 22 2017,9:00 pm,Cleveland Cavaliers,113,Denver Nuggets,126,Box Score,,
Wed Mar 22 2017,8:00 pm,Philadelphia 76ers,97,Oklahoma City Thunder,122,Box Score,,
Wed Mar 22 2017,7:00 pm,Charlotte Hornets,109,Orlando Magic,102,Box Score,,
Wed Mar 22 2017,10:30 pm,Milwaukee Bucks,116,Sacramento Kings,98,Box Score,,
Wed Mar 22 2017,10:30 pm,New York Knicks,101,Utah Jazz,108,Box Score,,
Wed Mar 22 2017,8:00 pm,Atlanta Hawks,100,Washington Wizards,104,Box Score,,
Thu Mar 23 2017,7:30 pm,Phoenix Suns,98,Brooklyn Nets,126,Box Score,,
Thu Mar 23 2017,8:30 pm,Los Angeles Clippers,95,Dallas Mavericks,97,Box Score,,
Thu Mar 23 2017,7:30 pm,Toronto Raptors,101,Miami Heat,84,Box Score,,
Thu Mar 23 2017,10:00 pm,New York Knicks,95,Portland Trail Blazers,110,Box Score,,
Thu Mar 23 2017,8:30 pm,Memphis Grizzlies,90,San Antonio Spurs,97,Box Score,,
Fri Mar 24 2017,7:30 pm,Phoenix Suns,120,Boston Celtics,130,Box Score,,
Fri Mar 24 2017,8:00 pm,Philadelphia 76ers,117,Chicago Bulls,107,Box Score,,
Fri Mar 24 2017,7:00 pm,Cleveland Cavaliers,112,Charlotte Hornets,105,Box Score,,
Fri Mar 24 2017,10:30 pm,Sacramento Kings,100,Golden State Warriors,114,Box Score,,
Fri Mar 24 2017,8:00 pm,New Orleans Pelicans,107,Houston Rockets,117,Box Score,,
Fri Mar 24 2017,7:00 pm,Denver Nuggets,125,Indiana Pacers,117,Box Score,,
Fri Mar 24 2017,10:30 pm,Minnesota Timberwolves,119,Los Angeles Lakers,130,Box Score,OT,
Fri Mar 24 2017,8:00 pm,Atlanta Hawks,97,Milwaukee Bucks,100,Box Score,,
Fri Mar 24 2017,7:00 pm,Detroit Pistons,87,Orlando Magic,115,Box Score,,
Fri Mar 24 2017,7:00 pm,Brooklyn Nets,108,Washington Wizards,129,Box Score,,
Sat Mar 25 2017,7:30 pm,Washington Wizards,127,Cleveland Cavaliers,115,Box Score,,
Sat Mar 25 2017,8:30 pm,Toronto Raptors,94,Dallas Mavericks,86,Box Score,,
Sat Mar 25 2017,3:30 pm,Utah Jazz,95,Los Angeles Clippers,108,Box Score,,
Sat Mar 25 2017,10:00 pm,Minnesota Timberwolves,100,Portland Trail Blazers,112,Box Score,,
Sat Mar 25 2017,8:30 pm,New York Knicks,98,San Antonio Spurs,106,Box Score,,
Sun Mar 26 2017,1:00 pm,Brooklyn Nets,107,Atlanta Hawks,92,Box Score,,
Sun Mar 26 2017,6:00 pm,Miami Heat,108,Boston Celtics,112,Box Score,,
Sun Mar 26 2017,1:00 pm,Phoenix Suns,106,Charlotte Hornets,120,Box Score,,
Sun Mar 26 2017,8:00 pm,New Orleans Pelicans,115,Denver Nuggets,90,Box Score,,
Sun Mar 26 2017,8:00 pm,Memphis Grizzlies,94,Golden State Warriors,106,Box Score,,
Sun Mar 26 2017,3:30 pm,Oklahoma City Thunder,125,Houston Rockets,137,Box Score,,
Sun Mar 26 2017,6:00 pm,Philadelphia 76ers,94,Indiana Pacers,107,Box Score,,
Sun Mar 26 2017,3:30 pm,Sacramento Kings,98,Los Angeles Clippers,97,Box Score,,
Sun Mar 26 2017,9:30 pm,Portland Trail Blazers,97,Los Angeles Lakers,81,Box Score,,
Sun Mar 26 2017,3:30 pm,Chicago Bulls,109,Milwaukee Bucks,94,Box Score,,
Mon Mar 27 2017,8:30 pm,Oklahoma City Thunder,92,Dallas Mavericks,91,Box Score,,
Mon Mar 27 2017,7:30 pm,Detroit Pistons,95,New York Knicks,109,Box Score,,
Mon Mar 27 2017,10:30 pm,Memphis Grizzlies,90,Sacramento Kings,91,Box Score,,
Mon Mar 27 2017,8:00 pm,Cleveland Cavaliers,74,San Antonio Spurs,103,Box Score,,
Mon Mar 27 2017,7:30 pm,Orlando Magic,112,Toronto Raptors,131,Box Score,,
Mon Mar 27 2017,10:30 pm,New Orleans Pelicans,100,Utah Jazz,108,Box Score,,
Tue Mar 28 2017,7:30 pm,Phoenix Suns,91,Atlanta Hawks,95,Box Score,,
Tue Mar 28 2017,7:30 pm,Philadelphia 76ers,106,Brooklyn Nets,101,Box Score,,
Tue Mar 28 2017,7:00 pm,Milwaukee Bucks,118,Charlotte Hornets,108,Box Score,,
Tue Mar 28 2017,7:30 pm,Miami Heat,97,Detroit Pistons,96,Box Score,,
Tue Mar 28 2017,8:00 pm,Golden State Warriors,113,Houston Rockets,106,Box Score,,
Tue Mar 28 2017,7:00 pm,Minnesota Timberwolves,115,Indiana Pacers,114,Box Score,,
Tue Mar 28 2017,10:30 pm,Washington Wizards,119,Los Angeles Lakers,108,Box Score,,
Tue Mar 28 2017,10:00 pm,Denver Nuggets,113,Portland Trail Blazers,122,Box Score,,
Wed Mar 29 2017,7:30 pm,Milwaukee Bucks,103,Boston Celtics,100,Box Score,,
Wed Mar 29 2017,10:30 pm,Washington Wizards,124,Los Angeles Clippers,133,Box Score,,
Wed Mar 29 2017,8:00 pm,Indiana Pacers,97,Memphis Grizzlies,110,Box Score,,
Wed Mar 29 2017,8:00 pm,Dallas Mavericks,118,New Orleans Pelicans,121,Box Score,,
Wed Mar 29 2017,7:30 pm,Miami Heat,105,New York Knicks,88,Box Score,,
Wed Mar 29 2017,7:00 pm,Oklahoma City Thunder,114,Orlando Magic,106,Box Score,OT,
Wed Mar 29 2017,7:00 pm,Atlanta Hawks,99,Philadelphia 76ers,92,Box Score,,
Wed Mar 29 2017,10:30 pm,Utah Jazz,112,Sacramento Kings,82,Box Score,,
Wed Mar 29 2017,9:30 pm,Golden State Warriors,110,San Antonio Spurs,98,Box Score,,
Wed Mar 29 2017,7:30 pm,Charlotte Hornets,110,Toronto Raptors,106,Box Score,,
Thu Mar 30 2017,8:00 pm,Cleveland Cavaliers,93,Chicago Bulls,99,Box Score,,
Thu Mar 30 2017,7:30 pm,Brooklyn Nets,89,Detroit Pistons,90,Box Score,,
Thu Mar 30 2017,8:00 pm,Los Angeles Lakers,104,Minnesota Timberwolves,119,Box Score,,
Thu Mar 30 2017,10:00 pm,Los Angeles Clippers,124,Phoenix Suns,118,Box Score,,
Thu Mar 30 2017,10:30 pm,Houston Rockets,107,Portland Trail Blazers,117,Box Score,,
Fri Mar 31 2017,7:30 pm,Orlando Magic,116,Boston Celtics,117,Box Score,,
Fri Mar 31 2017,7:00 pm,Denver Nuggets,114,Charlotte Hornets,122,Box Score,,
Fri Mar 31 2017,7:30 pm,Philadelphia 76ers,105,Cleveland Cavaliers,122,Box Score,,
Fri Mar 31 2017,10:30 pm,Houston Rockets,98,Golden State Warriors,107,Box Score,,
Fri Mar 31 2017,8:00 pm,Dallas Mavericks,90,Memphis Grizzlies,99,Box Score,,
Fri Mar 31 2017,8:00 pm,New York Knicks,98,Miami Heat,94,Box Score,,
Fri Mar 31 2017,8:00 pm,Detroit Pistons,105,Milwaukee Bucks,108,Box Score,OT,
Fri Mar 31 2017,8:00 pm,Sacramento Kings,89,New Orleans Pelicans,117,Box Score,,
Fri Mar 31 2017,8:00 pm,San Antonio Spurs,100,Oklahoma City Thunder,95,Box Score,,
Fri Mar 31 2017,7:00 pm,Indiana Pacers,100,Toronto Raptors,111,Box Score,,
Fri Mar 31 2017,9:00 pm,Washington Wizards,88,Utah Jazz,95,Box Score,,
Wed Feb 1 2017,7:30 pm,Toronto Raptors,104,Boston Celtics,109,Box Score,,
Wed Feb 1 2017,7:30 pm,New York Knicks,95,Brooklyn Nets,90,Box Score,,
Wed Feb 1 2017,7:00 pm,Minnesota Timberwolves,97,Cleveland Cavaliers,125,Box Score,,
Wed Feb 1 2017,8:30 pm,Philadelphia 76ers,95,Dallas Mavericks,113,Box Score,,
Wed Feb 1 2017,9:00 pm,Memphis Grizzlies,119,Denver Nuggets,99,Box Score,,
Wed Feb 1 2017,7:30 pm,New Orleans Pelicans,98,Detroit Pistons,118,Box Score,,
Wed Feb 1 2017,10:30 pm,Charlotte Hornets,111,Golden State Warriors,126,Box Score,,
Wed Feb 1 2017,7:30 pm,Atlanta Hawks,93,Miami Heat,116,Box Score,,
Wed Feb 1 2017,9:30 pm,Chicago Bulls,128,Oklahoma City Thunder,100,Box Score,,
Wed Feb 1 2017,7:00 pm,Indiana Pacers,98,Orlando Magic,88,Box Score,,
Wed Feb 1 2017,9:00 pm,Los Angeles Clippers,124,Phoenix Suns,114,Box Score,,
Wed Feb 1 2017,9:00 pm,Milwaukee Bucks,88,Utah Jazz,104,Box Score,,
Thu Feb 2 2017,8:00 pm,Atlanta Hawks,113,Houston Rockets,108,Box Score,,
Thu Feb 2 2017,10:30 pm,Golden State Warriors,133,Los Angeles Clippers,120,Box Score,,
Thu Feb 2 2017,8:30 pm,Philadelphia 76ers,86,San Antonio Spurs,102,Box Score,,
Thu Feb 2 2017,7:00 pm,Los Angeles Lakers,108,Washington Wizards,116,Box Score,,
Fri Feb 3 2017,8:00 pm,Los Angeles Lakers,107,Boston Celtics,113,Box Score,,
Fri Feb 3 2017,7:30 pm,Indiana Pacers,106,Brooklyn Nets,97,Box Score,,
Fri Feb 3 2017,9:00 pm,Milwaukee Bucks,117,Denver Nuggets,121,Box Score,,
Fri Feb 3 2017,7:30 pm,Minnesota Timberwolves,108,Detroit Pistons,116,Box Score,,
Fri Feb 3 2017,8:00 pm,Chicago Bulls,117,Houston Rockets,121,Box Score,OT,
Fri Feb 3 2017,8:00 pm,Memphis Grizzlies,102,Oklahoma City Thunder,114,Box Score,,
Fri Feb 3 2017,7:00 pm,Toronto Raptors,94,Orlando Magic,102,Box Score,,
Fri Feb 3 2017,10:30 pm,Dallas Mavericks,108,Portland Trail Blazers,104,Box Score,,
Fri Feb 3 2017,10:30 pm,Phoenix Suns,105,Sacramento Kings,103,Box Score,,
Sat Feb 4 2017,7:00 pm,Orlando Magic,86,Atlanta Hawks,113,Box Score,,
Sat Feb 4 2017,7:00 pm,Detroit Pistons,84,Indiana Pacers,105,Box Score,,
Sat Feb 4 2017,7:30 pm,Philadelphia 76ers,102,Miami Heat,125,Box Score,,
Sat Feb 4 2017,9:00 pm,Memphis Grizzlies,107,Minnesota Timberwolves,99,Box Score,,
Sat Feb 4 2017,8:30 pm,Cleveland Cavaliers,111,New York Knicks,104,Box Score,,
Sat Feb 4 2017,9:00 pm,Milwaukee Bucks,137,Phoenix Suns,112,Box Score,,
Sat Feb 4 2017,10:30 pm,Golden State Warriors,106,Sacramento Kings,109,Box Score,OT,
Sat Feb 4 2017,9:00 pm,Denver Nuggets,97,San Antonio Spurs,121,Box Score,,
Sat Feb 4 2017,9:00 pm,Charlotte Hornets,98,Utah Jazz,105,Box Score,,
Sat Feb 4 2017,7:00 pm,New Orleans Pelicans,91,Washington Wizards,105,Box Score,,
Sun Feb 5 2017,2:00 pm,Los Angeles Clippers,102,Boston Celtics,107,Box Score,,
Sun Feb 5 2017,12:00 pm,Toronto Raptors,103,Brooklyn Nets,95,Box Score,,
Sun Feb 5 2017,3:00 pm,Portland Trail Blazers,99,Oklahoma City Thunder,105,Box Score,,
Mon Feb 6 2017,7:30 pm,Utah Jazz,120,Atlanta Hawks,95,Box Score,,
Mon Feb 6 2017,9:00 pm,Dallas Mavericks,87,Denver Nuggets,110,Box Score,,
Mon Feb 6 2017,7:30 pm,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,
Mon Feb 6 2017,7:00 pm,Oklahoma City Thunder,90,Indiana Pacers,93,Box Score,,
Mon Feb 6 2017,9:30 pm,San Antonio Spurs,74,Memphis Grizzlies,89,Box Score,,
Mon Feb 6 2017,8:00 pm,Miami Heat,115,Minnesota Timberwolves,113,Box Score,,
Mon Feb 6 2017,8:00 pm,Phoenix Suns,106,New Orleans Pelicans,111,Box Score,,
Mon Feb 6 2017,7:00 pm,Los Angeles Lakers,121,New York Knicks,107,Box Score,,
Mon Feb 6 2017,10:30 pm,Chicago Bulls,112,Sacramento Kings,107,Box Score,,
Mon Feb 6 2017,7:30 pm,Los Angeles Clippers,109,Toronto Raptors,118,Box Score,,
Mon Feb 6 2017,7:00 pm,Cleveland Cavaliers,140,Washington Wizards,135,Box Score,OT,
Tue Feb 7 2017,7:00 pm,Brooklyn Nets,107,Charlotte Hornets,111,Box Score,,
Tue Feb 7 2017,8:30 pm,Portland Trail Blazers,114,Dallas Mavericks,113,Box Score,,
Tue Feb 7 2017,8:00 pm,Orlando Magic,104,Houston Rockets,128,Box Score,,
Wed Feb 8 2017,7:30 pm,Denver Nuggets,106,Atlanta Hawks,117,Box Score,,
Wed Feb 8 2017,7:30 pm,Washington Wizards,114,Brooklyn Nets,110,Box Score,OT,
Wed Feb 8 2017,7:30 pm,Los Angeles Lakers,102,Detroit Pistons,121,Box Score,,
Wed Feb 8 2017,10:30 pm,Chicago Bulls,92,Golden State Warriors,123,Box Score,,
Wed Feb 8 2017,7:00 pm,Cleveland Cavaliers,132,Indiana Pacers,117,Box Score,,
Wed Feb 8 2017,8:00 pm,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,
Wed Feb 8 2017,8:00 pm,Miami Heat,106,Milwaukee Bucks,88,Box Score,,
Wed Feb 8 2017,8:00 pm,Toronto Raptors,109,Minnesota Timberwolves,112,Box Score,,
Wed Feb 8 2017,8:00 pm,Utah Jazz,127,New Orleans Pelicans,94,Box Score,,
Wed Feb 8 2017,8:00 pm,Los Angeles Clippers,119,New York Knicks,115,Box Score,,
Wed Feb 8 2017,7:00 pm,San Antonio Spurs,111,Philadelphia 76ers,103,Box Score,,
Wed Feb 8 2017,10:30 pm,Boston Celtics,92,Sacramento Kings,108,Box Score,,
Thu Feb 9 2017,7:00 pm,Houston Rockets,107,Charlotte Hornets,95,Box Score,,
Thu Feb 9 2017,8:30 pm,Utah Jazz,105,Dallas Mavericks,112,Box Score,OT,
Thu Feb 9 2017,8:00 pm,Cleveland Cavaliers,109,Oklahoma City Thunder,118,Box Score,,
Thu Feb 9 2017,7:00 pm,Philadelphia 76ers,112,Orlando Magic,111,Box Score,,
Thu Feb 9 2017,10:30 pm,Boston Celtics,120,Portland Trail Blazers,111,Box Score,,
Fri Feb 10 2017,7:30 pm,Miami Heat,108,Brooklyn Nets,99,Box Score,,
Fri Feb 10 2017,7:30 pm,San Antonio Spurs,103,Detroit Pistons,92,Box Score,,
Fri Feb 10 2017,8:00 pm,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,
Fri Feb 10 2017,8:00 pm,Los Angeles Lakers,122,Milwaukee Bucks,114,Box Score,,
Fri Feb 10 2017,8:00 pm,New Orleans Pelicans,122,Minnesota Timberwolves,106,Box Score,,
Fri Feb 10 2017,7:30 pm,Denver Nuggets,131,New York Knicks,123,Box Score,,
Fri Feb 10 2017,10:30 pm,Chicago Bulls,97,Phoenix Suns,115,Box Score,,
Fri Feb 10 2017,10:30 pm,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,
Fri Feb 10 2017,8:00 pm,Indiana Pacers,107,Washington Wizards,112,Box Score,,
Sat Feb 11 2017,5:00 pm,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,
Sat Feb 11 2017,7:30 pm,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,
Sat Feb 11 2017,9:00 pm,Orlando Magic,80,Dallas Mavericks,112,Box Score,,
Sat Feb 11 2017,9:00 pm,Phoenix Suns,102,Houston Rockets,133,Box Score,,
Sat Feb 11 2017,7:00 pm,Milwaukee Bucks,116,Indiana Pacers,100,Box Score,,
Sat Feb 11 2017,8:30 pm,Golden State Warriors,130,Oklahoma City Thunder,114,Box Score,,
Sat Feb 11 2017,7:30 pm,Miami Heat,109,Philadelphia 76ers,117,Box Score,,
Sat Feb 11 2017,10:00 pm,Boston Celtics,112,Utah Jazz,104,Box Score,,
Sun Feb 12 2017,3:30 pm,Chicago Bulls,89,Minnesota Timberwolves,117,Box Score,,
Sun Feb 12 2017,3:30 pm,San Antonio Spurs,90,New York Knicks,94,Box Score,,
Sun Feb 12 2017,9:00 pm,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,
Sun Feb 12 2017,6:00 pm,Detroit Pistons,102,Toronto Raptors,101,Box Score,,
Mon Feb 13 2017,7:30 pm,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,
Mon Feb 13 2017,7:00 pm,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,
Mon Feb 13 2017,8:30 pm,Boston Celtics,111,Dallas Mavericks,98,Box Score,,
Mon Feb 13 2017,9:00 pm,Golden State Warriors,110,Denver Nuggets,132,Box Score,,
Mon Feb 13 2017,7:00 pm,San Antonio Spurs,110,Indiana Pacers,106,Box Score,,
Mon Feb 13 2017,7:30 pm,Orlando Magic,116,Miami Heat,107,Box Score,,
Mon Feb 13 2017,8:00 pm,Detroit Pistons,89,Milwaukee Bucks,102,Box Score,,
Mon Feb 13 2017,9:00 pm,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,
Mon Feb 13 2017,10:30 pm,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,
Mon Feb 13 2017,9:00 pm,Los Angeles Clippers,88,Utah Jazz,72,Box Score,,
Mon Feb 13 2017,8:00 pm,Oklahoma City Thunder,98,Washington Wizards,120,Box Score,,
Tue Feb 14 2017,8:00 pm,Toronto Raptors,94,Chicago Bulls,105,Box Score,,
Tue Feb 14 2017,10:30 pm,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,
Tue Feb 14 2017,8:00 pm,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Box Score,,
Wed Feb 15 2017,7:30 pm,Philadelphia 76ers,108,Boston Celtics,116,Box Score,,
Wed Feb 15 2017,7:30 pm,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,
Wed Feb 15 2017,7:00 pm,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,
Wed Feb 15 2017,9:00 pm,Minnesota Timberwolves,112,Denver Nuggets,99,Box Score,,
Wed Feb 15 2017,7:30 pm,Dallas Mavericks,91,Detroit Pistons,98,Box Score,,
Wed Feb 15 2017,10:30 pm,Sacramento Kings,86,Golden State Warriors,109,Box Score,,
Wed Feb 15 2017,8:00 pm,Miami Heat,117,Houston Rockets,109,Box Score,,
Wed Feb 15 2017,10:30 pm,Atlanta Hawks,84,Los Angeles Clippers,99,Box Score,,
Wed Feb 15 2017,8:00 pm,New Orleans Pelicans,95,Memphis Grizzlies,91,Box Score,,
Wed Feb 15 2017,9:30 pm,New York Knicks,105,Oklahoma City Thunder,116,Box Score,,
Wed Feb 15 2017,7:00 pm,San Antonio Spurs,107,Orlando Magic,79,Box Score,,
Wed Feb 15 2017,9:00 pm,Los Angeles Lakers,101,Phoenix Suns,137,Box Score,,
Wed Feb 15 2017,7:30 pm,Charlotte Hornets,85,Toronto Raptors,90,Box Score,,
Wed Feb 15 2017,9:00 pm,Portland Trail Blazers,88,Utah Jazz,111,Box Score,,
Thu Feb 16 2017,8:00 pm,Boston Celtics,103,Chicago Bulls,104,Box Score,,
Thu Feb 16 2017,7:00 pm,Washington Wizards,111,Indiana Pacers,98,Box Score,,
Thu Feb 23 2017,8:00 pm,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,
Thu Feb 23 2017,7:30 pm,Charlotte Hornets,108,Detroit Pistons,114,Box Score,OT,
Thu Feb 23 2017,10:30 pm,Los Angeles Clippers,113,Golden State Warriors,123,Box Score,,
Thu Feb 23 2017,8:00 pm,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,
Thu Feb 23 2017,7:00 pm,Portland Trail Blazers,112,Orlando Magic,103,Box Score,,
Thu Feb 23 2017,10:30 pm,Denver Nuggets,100,Sacramento Kings,116,Box Score,,
Fri Feb 24 2017,8:00 pm,Miami Heat,108,Atlanta Hawks,90,Box Score,,
Fri Feb 24 2017,8:00 pm,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,
Fri Feb 24 2017,9:00 pm,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,
Fri Feb 24 2017,7:00 pm,Memphis Grizzlies,92,Indiana Pacers,102,Box Score,,
Fri Feb 24 2017,10:30 pm,San Antonio Spurs,105,Los Angeles Clippers,97,Box Score,,
Fri Feb 24 2017,8:00 pm,Utah Jazz,109,Milwaukee Bucks,95,Box Score,,
Fri Feb 24 2017,8:00 pm,Dallas Mavericks,84,Minnesota Timberwolves,97,Box Score,,
Fri Feb 24 2017,8:00 pm,Los Angeles Lakers,93,Oklahoma City Thunder,110,Box Score,,
Fri Feb 24 2017,7:00 pm,Washington Wizards,112,Philadelphia 76ers,120,Box Score,,
Fri Feb 24 2017,8:00 pm,Boston Celtics,97,Toronto Raptors,107,Box Score,,
Sat Feb 25 2017,8:30 pm,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,
Sat Feb 25 2017,8:30 pm,New Orleans Pelicans,83,Dallas Mavericks,96,Box Score,,
Sat Feb 25 2017,10:30 pm,Brooklyn Nets,95,Golden State Warriors,112,Box Score,,
Sat Feb 25 2017,9:00 pm,Minnesota Timberwolves,130,Houston Rockets,142,Box Score,,
Sat Feb 25 2017,8:00 pm,Indiana Pacers,95,Miami Heat,113,Box Score,,
Sat Feb 25 2017,7:30 pm,Philadelphia 76ers,109,New York Knicks,110,Box Score,,
Sat Feb 25 2017,7:00 pm,Atlanta Hawks,86,Orlando Magic,105,Box Score,,
Sat Feb 25 2017,5:00 pm,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,
Sun Feb 26 2017,5:00 pm,Memphis Grizzlies,105,Denver Nuggets,98,Box Score,,
Sun Feb 26 2017,6:00 pm,Boston Celtics,104,Detroit Pistons,98,Box Score,,
Sun Feb 26 2017,9:30 pm,Charlotte Hornets,121,Los Angeles Clippers,124,Box Score,OT,
Sun Feb 26 2017,3:30 pm,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,
Sun Feb 26 2017,3:30 pm,Phoenix Suns,96,Milwaukee Bucks,100,Box Score,,
